UNIQUE_ECOREGION_COLOR,ECO_NAME,BIOME_NAME,REALM,BIOMES_O_PLENTY_BIOME,MINECRAFT_BIOME
#DE8A5E,Galápagos Islands xeric scrub,Deserts & Xeric Shrublands,Neotropic,biomesoplenty:dryland,minecraft:savanna
#DEBB62,Faroe Islands boreal grasslands,"Temperate Grasslands, Savannas & Shrublands",Palearctic,biomesoplenty:prairie,minecraft:plains
#DEC66A,Marianas tropical dry forests,Tropical & Subtropical Dry Broadleaf Forests,Oceania,biomesoplenty:orchard,minecraft:forest
#DF0CFF,Sunda Shelf mangroves,Mangroves,Indomalayan,biomesoplenty:wetland,minecraft:mangrove_swamp
#DFBF83,Narmada Valley dry deciduous forests,Tropical & Subtropical Dry Broadleaf Forests,Indomalayan,biomesoplenty:woodland,minecraft:forest
#DFCCB3,Mulanje Montane forest-grassland,Montane Grasslands & Shrublands,Afrotropic,biomesoplenty:highland,minecraft:meadow
#DFD28B,Sulaiman Range alpine meadows,Montane Grasslands & Shrublands,Palearctic,biomesoplenty:highland,minecraft:snowy_slopes
#DFF199,Lesser Sundas deciduous forests,Tropical & Subtropical Dry Broadleaf Forests,Australasia,biomesoplenty:orchard,minecraft:forest
#E0D700,Zambezian Baikiaea woodlands,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Afrotropic,biomesoplenty:dryland,minecraft:savanna
#E0F475,Northern Tallgrass prairie,"Temperate Grasslands, Savannas & Shrublands",Nearctic,biomesoplenty:prairie,minecraft:plains
#E16164,Caspian lowland desert,Deserts & Xeric Shrublands,Palearctic,biomesoplenty:cold_desert,minecraft:desert
#E1680B,Campos Rupestres montane savanna,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Neotropic,biomesoplenty:lush_savanna,minecraft:meadow
#E16C92,Wyoming Basin shrub steppe,Deserts & Xeric Shrublands,Nearctic,,minecraft:badlands
#E1C416,Victoria Plains tropical savanna,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Australasia,biomesoplenty:lush_savanna,minecraft:savanna
#E2203E,California coastal sage and chaparral,"Mediterranean Forests, Woodlands & Scrub",Nearctic,biomesoplenty:mediterranean_forest,minecraft:savanna
#E23315,Northeast Spain and Southern France Mediterranean forests,"Mediterranean Forests, Woodlands & Scrub",Palearctic,biomesoplenty:lavender_field,minecraft:forest
#E29D85,Kalahari xeric savanna,Deserts & Xeric Shrublands,Afrotropic,,minecraft:badlands
#E2D400,Horn of Africa xeric bushlands,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Afrotropic,biomesoplenty:dryland,minecraft:savanna
#E35B7F,Caribbean shrublands,Deserts & Xeric Shrublands,Neotropic,biomesoplenty:dryland,minecraft:savanna
#E37567,North Arabian highland shrublands,Deserts & Xeric Shrublands,Palearctic,biomesoplenty:rocky_shrubland,minecraft:savanna
#E3C278,Canadian Aspen forests and parklands,"Temperate Grasslands, Savannas & Shrublands",Nearctic,biomesoplenty:forested_field,minecraft:plains
#E3CD5F,Eastern Anatolian montane steppe,"Temperate Grasslands, Savannas & Shrublands",Palearctic,biomesoplenty:prairie,minecraft:savanna
#E3D767,Fiji tropical dry forests,Tropical & Subtropical Dry Broadleaf Forests,Oceania,biomesoplenty:orchard,minecraft:forest
#E45B1A,Southwest Australia woodlands,"Mediterranean Forests, Woodlands & Scrub",Australasia,biomesoplenty:mediterranean_forest,minecraft:forest
#E4CC80,Irrawaddy dry forests,Tropical & Subtropical Dry Broadleaf Forests,Indomalayan,biomesoplenty:orchard,minecraft:forest
#E4D6B7,Jos Plateau forest-grassland,Montane Grasslands & Shrublands,Afrotropic,biomesoplenty:highland,minecraft:meadow
#E4E089,Sayan alpine meadows and tundra,Montane Grasslands & Shrublands,Palearctic,biomesoplenty:tundra,minecraft:snowy_slopes
#E55000,West Sudanian savanna,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Afrotropic,biomesoplenty:lush_savanna,minecraft:savanna
#E5EC9C,Sumba deciduous forests,Tropical & Subtropical Dry Broadleaf Forests,Australasia,biomesoplenty:orchard,minecraft:forest
#E5ED58,Al-Hajar montane woodlands and shrublands,"Temperate Grasslands, Savannas & Shrublands",Palearctic,biomesoplenty:forested_field,minecraft:savanna
#E5FF94,Daurian forest steppe,"Temperate Grasslands, Savannas & Shrublands",Palearctic,biomesoplenty:prairie,minecraft:savanna
#E64710,Mediterranean dry woodlands and steppe,"Mediterranean Forests, Woodlands & Scrub",Palearctic,biomesoplenty:shrubland,minecraft:forest
#E66984,Tamaulipan matorral,Deserts & Xeric Shrublands,Nearctic,,minecraft:desert
#E66A5E,Badghyz and Karabil semi-desert,Deserts & Xeric Shrublands,Palearctic,biomesoplenty:rocky_shrubland,minecraft:desert
#E68006,Belizian pine savannas,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Neotropic,biomesoplenty:lush_savanna,minecraft:savanna
#E6D47E,Willamette Valley oak savanna,"Temperate Grasslands, Savannas & Shrublands",Nearctic,biomesoplenty:forested_field,minecraft:savanna
#E6DF11,Mitchell Grass Downs,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Australasia,biomesoplenty:prairie,minecraft:savanna
#E700B7,Red Sea mangroves,Mangroves,Afrotropic,biomesoplenty:wetland,minecraft:mangrove_swamp
#E76627,East Sudanian savanna,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Afrotropic,,minecraft:desert
#E7730E,Western Gulf coastal grasslands,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Nearctic,biomesoplenty:prairie,minecraft:savanna
#E783A6,Hobyo grasslands and shrublands,Deserts & Xeric Shrublands,Afrotropic,biomesoplenty:dryland,minecraft:savanna
#E81994,Southern Mesoamerican Pacific mangroves,Mangroves,Neotropic,biomesoplenty:wetland,minecraft:mangrove_swamp
#E8586E,Araya and Paria xeric scrub,Deserts & Xeric Shrublands,Neotropic,biomesoplenty:dryland,minecraft:savanna
#E88164,Mesopotamian shrub desert,Deserts & Xeric Shrublands,Palearctic,biomesoplenty:rocky_shrubland,minecraft:desert
#E8E05B,Central Anatolian steppe,"Temperate Grasslands, Savannas & Shrublands",Palearctic,biomesoplenty:prairie,minecraft:savanna
#E91551,Naracoorte woodlands,"Mediterranean Forests, Woodlands & Scrub",Australasia,biomesoplenty:mediterranean_forest,minecraft:forest
#E91CFF,Madagascar mangroves,Mangroves,Afrotropic,biomesoplenty:wetland,minecraft:mangrove_swamp
#E9A886,Pamir alpine desert and tundra,Montane Grasslands & Shrublands,Palearctic,biomesoplenty:tundra,minecraft:snowy_slopes
#E9DB7E,Chhota-Nagpur dry deciduous forests,Tropical & Subtropical Dry Broadleaf Forests,Indomalayan,biomesoplenty:woodland,minecraft:forest
#E9DFBB,Ethiopian montane moorlands,Montane Grasslands & Shrublands,Afrotropic,biomesoplenty:moor,minecraft:snowy_slopes
#E9F079,Southeast US conifer savannas,"Temperate Grasslands, Savannas & Shrublands",Nearctic,biomesoplenty:grassland,minecraft:savanna
#EA6C00,St. Helena scrub and woodlands,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Afrotropic,biomesoplenty:rocky_shrubland,minecraft:savanna
#EAD0BB,Kinabalu montane alpine meadows,Montane Grasslands & Shrublands,Indomalayan,biomesoplenty:highland,minecraft:snowy_slopes
#EB0B5A,Italian sclerophyllous and semi-deciduous forests,"Mediterranean Forests, Woodlands & Scrub",Palearctic,biomesoplenty:mediterranean_forest,minecraft:forest
#EB5C0C,Einasleigh upland savanna,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Australasia,biomesoplenty:lush_savanna,minecraft:savanna
#EB6673,Snake-Columbia shrub steppe,Deserts & Xeric Shrublands,Nearctic,biomesoplenty:dryland,minecraft:savanna
#EB775B,Arabian-Persian Gulf coastal plain desert,Deserts & Xeric Shrublands,Palearctic,,minecraft:desert
#EBE47B,Texas blackland prairies,"Temperate Grasslands, Savannas & Shrublands",Nearctic,biomesoplenty:prairie,minecraft:plains
#EC00A0,Guinean mangroves,Mangroves,Afrotropic,biomesoplenty:wetland,minecraft:mangrove_swamp
#EC7B23,Drakensberg grasslands,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Afrotropic,biomesoplenty:prairie,minecraft:savanna
#EC809A,Eritrean coastal desert,Deserts & Xeric Shrublands,Afrotropic,,minecraft:desert
#ECCD90,Patía valley dry forests,Tropical & Subtropical Dry Broadleaf Forests,Neotropic,biomesoplenty:dryland,minecraft:forest
#ED147D,South American Pacific mangroves,Mangroves,Neotropic,biomesoplenty:wetland,minecraft:mangrove_swamp
#ED8F60,Kazakh semi-desert,Deserts & Xeric Shrublands,Palearctic,biomesoplenty:rocky_shrubland,minecraft:desert
#EDEC7B,Central Deccan Plateau dry deciduous forests,Tropical & Subtropical Dry Broadleaf Forests,Indomalayan,biomesoplenty:woodland,minecraft:forest
#EDFF57,California Central Valley grasslands,"Temperate Grasslands, Savannas & Shrublands",Nearctic,biomesoplenty:prairie,minecraft:plains
#EE1036,Jarrah-Karri forest and shrublands,"Mediterranean Forests, Woodlands & Scrub",Australasia,biomesoplenty:shrubland,minecraft:savanna
#EE8691,Succulent Karoo xeric shrublands,Deserts & Xeric Shrublands,Afrotropic,biomesoplenty:rocky_shrubland,minecraft:savanna
#EED4BE,Northwestern Himalayan alpine shrub and meadows,Montane Grasslands & Shrublands,Palearctic,biomesoplenty:highland,minecraft:snowy_slopes
#EEE9B9,East African montane moorlands,Montane Grasslands & Shrublands,Afrotropic,biomesoplenty:moor,minecraft:snowy_slopes
#EF4509,Chilean Matorral,"Mediterranean Forests, Woodlands & Scrub",Neotropic,biomesoplenty:mediterranean_forest,minecraft:savanna
#EF9A28,Southern Congolian forest-savanna,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Afrotropic,biomesoplenty:lush_savanna,minecraft:savanna
#F0063E,Iberian sclerophyllous and semi-deciduous forests,"Mediterranean Forests, Woodlands & Scrub",Palearctic,biomesoplenty:mediterranean_forest,minecraft:forest
#F06463,Meseta Central matorral,Deserts & Xeric Shrublands,Nearctic,,minecraft:badlands
#F06688,West Sahara desert,Deserts & Xeric Shrublands,Palearctic,biomesoplenty:wasteland,minecraft:desert
#F07406,Cape York Peninsula tropical savanna,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Australasia,biomesoplenty:lush_savanna,minecraft:savanna
#F08657,Arabian desert,Deserts & Xeric Shrublands,Palearctic,,minecraft:desert
#F10089,Central African mangroves,Mangroves,Afrotropic,biomesoplenty:wetland,minecraft:mangrove_swamp
#F17E8C,Aldabra Island xeric scrub,Deserts & Xeric Shrublands,Afrotropic,biomesoplenty:dryland,minecraft:savanna
#F1921E,Central Zambezian wet miombo woodlands,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Afrotropic,biomesoplenty:woodland,minecraft:savanna
#F1DB8D,Maranhão Babaçu forests,Tropical & Subtropical Dry Broadleaf Forests,Neotropic,biomesoplenty:orchard,minecraft:forest
#F1FF9A,Emin Valley steppe,"Temperate Grasslands, Savannas & Shrublands",Palearctic,biomesoplenty:prairie,minecraft:savanna
#F25C7F,Western Australian Mulga shrublands,Deserts & Xeric Shrublands,Australasia,biomesoplenty:dryland,minecraft:savanna
#F25D86,Great Lakes Basin desert steppe,Deserts & Xeric Shrublands,Palearctic,biomesoplenty:cold_desert,minecraft:desert
#F2FF82,Pontic steppe,"Temperate Grasslands, Savannas & Shrublands",Palearctic,biomesoplenty:prairie,minecraft:savanna
#F30A19,Flinders-Lofty montane woodlands,"Mediterranean Forests, Woodlands & Scrub",Australasia,biomesoplenty:highland,minecraft:forest
#F38584,Southwest Arabian Escarpment shrublands and woodlands,Deserts & Xeric Shrublands,Afrotropic,biomesoplenty:rocky_shrubland,minecraft:savanna
#F3D884,Bajío dry forests,Tropical & Subtropical Dry Broadleaf Forests,Neotropic,biomesoplenty:orchard,minecraft:forest
#F3DEC2,Mediterranean High Atlas juniper steppe,Montane Grasslands & Shrublands,Palearctic,biomesoplenty:highland,minecraft:meadow
#F400E5,Sundarbans mangroves,Mangroves,Indomalayan,biomesoplenty:wetland,minecraft:mangrove_swamp
#F400E6,Myanmar Coast mangroves,Mangroves,Indomalayan,biomesoplenty:wetland,minecraft:mangrove_swamp
#F47656,Tehuacán Valley matorral,Deserts & Xeric Shrublands,Neotropic,,minecraft:badlands
#F4B123,Serengeti volcanic grasslands,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Afrotropic,biomesoplenty:prairie,minecraft:savanna
#F4B223,"South Arabian fog woodlands, shrublands, and dune","Tropical & Subtropical Grasslands, Savannas & Shrublands",Afrotropic,biomesoplenty:dryland,minecraft:savanna
#F50020,Eastern Mediterranean conifer-broadleaf forests,"Mediterranean Forests, Woodlands & Scrub",Palearctic,biomesoplenty:mediterranean_forest,minecraft:forest
#F50021,Crete Mediterranean forests,"Mediterranean Forests, Woodlands & Scrub",Palearctic,biomesoplenty:mediterranean_forest,minecraft:forest
#F511B0,New Guinea mangroves,Mangroves,Australasia,biomesoplenty:wetland,minecraft:mangrove_swamp
#F55384,Afghan Mountains semi-desert,Deserts & Xeric Shrublands,Palearctic,biomesoplenty:rocky_shrubland,minecraft:desert
#F56277,Taklimakan desert,Deserts & Xeric Shrublands,Palearctic,biomesoplenty:cold_desert,minecraft:desert
#F5715F,Great Basin shrub steppe,Deserts & Xeric Shrublands,Nearctic,,minecraft:badlands
#F58F01,Arnhem Land tropical savanna,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Australasia,biomesoplenty:lush_savanna,minecraft:savanna
#F6AB19,Ascension scrub and grasslands,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Afrotropic,biomesoplenty:prairie,minecraft:savanna
#F6EA8B,Magdalena Valley dry forests,Tropical & Subtropical Dry Broadleaf Forests,Neotropic,biomesoplenty:orchard,minecraft:forest
#F70AF3,Amazon-Orinoco-Southern Caribbean mangroves,Mangroves,Neotropic,biomesoplenty:bayou,minecraft:mangrove_swamp
#F7596C,Simpson desert,Deserts & Xeric Shrublands,Australasia,,minecraft:desert
#F75973,Eastern Gobi desert steppe,Deserts & Xeric Shrublands,Palearctic,biomesoplenty:cold_desert,minecraft:desert
#F7D090,Southern Andean steppe,Montane Grasslands & Shrublands,Neotropic,biomesoplenty:highland,minecraft:meadow
#F81105,Esperance mallee,"Mediterranean Forests, Woodlands & Scrub",Australasia,biomesoplenty:shrubland,minecraft:savanna
#F84800,Renosterveld shrubland,"Mediterranean Forests, Woodlands & Scrub",Afrotropic,biomesoplenty:shrubland,minecraft:savanna
#F88F81,Somali montane xeric woodlands,Deserts & Xeric Shrublands,Afrotropic,biomesoplenty:rocky_shrubland,minecraft:savanna
#F8E8C6,Kopet Dag woodlands and forest steppe,Montane Grasslands & Shrublands,Palearctic,biomesoplenty:highland,minecraft:meadow
#F9C756,Sayan Intermontane steppe,"Temperate Grasslands, Savannas & Shrublands",Palearctic,biomesoplenty:prairie,minecraft:savanna
#F9CC1E,Northern Congolian Forest-Savanna,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Afrotropic,biomesoplenty:lush_savanna,minecraft:savanna
#FAFF47,Gissaro-Alai open woodlands,"Temperate Grasslands, Savannas & Shrublands",Palearctic,biomesoplenty:forested_field,minecraft:plains
#FB00FF,Southern Atlantic Brazilian mangroves,Mangroves,Neotropic,biomesoplenty:wetland,minecraft:mangrove_swamp
#FBC614,Angolan scarp savanna and woodlands,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Afrotropic,biomesoplenty:lush_savanna,minecraft:savanna
#FBFF13,Limpopo lowveld,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Afrotropic,biomesoplenty:shrubland,minecraft:savanna
#FC6500,Dry Chaco,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Neotropic,biomesoplenty:shrubland,minecraft:savanna
#FC6600,Miskito pine forests,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Neotropic,biomesoplenty:shrubland,minecraft:savanna
#FCDE8D,Northern Andean páramo,Montane Grasslands & Shrublands,Neotropic,biomesoplenty:highland,minecraft:meadow
#FD1D00,Tyrrhenian-Adriatic sclerophyllous and mixed forests,"Mediterranean Forests, Woodlands & Scrub",Palearctic,biomesoplenty:mediterranean_forest,minecraft:forest
#FD286D,Albany thickets,"Mediterranean Forests, Woodlands & Scrub",Afrotropic,biomesoplenty:shrubland,minecraft:forest
#FDF2CA,Karakoram-West Tibetan Plateau alpine steppe,Montane Grasslands & Shrublands,Palearctic,biomesoplenty:tundra,minecraft:snowy_slopes
#FECE6E,Mid-Atlantic US coastal savannas,"Temperate Grasslands, Savannas & Shrublands",Nearctic,biomesoplenty:grassland,minecraft:savanna
#FEDC52,Mongolian-Manchurian grassland,"Temperate Grasslands, Savannas & Shrublands",Palearctic,biomesoplenty:prairie,minecraft:plains
#FEE819,Masai xeric grasslands and shrublands,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Afrotropic,biomesoplenty:dryland,minecraft:savanna
#FF0018,Southwest Australia savanna,"Mediterranean Forests, Woodlands & Scrub",Australasia,biomesoplenty:mediterranean_forest,minecraft:forest
#FF0029,Mediterranean Acacia-Argania dry woodlands and succulent thickets,"Mediterranean Forests, Woodlands & Scrub",Palearctic,biomesoplenty:shrubland,minecraft:forest
#FF0041,Coolgardie woodlands,"Mediterranean Forests, Woodlands & Scrub",Australasia,biomesoplenty:mediterranean_forest,minecraft:forest
#FF0045,Northwest Iberian montane forests,"Mediterranean Forests, Woodlands & Scrub",Palearctic,biomesoplenty:highland,minecraft:forest
#FF0046,Mediterranean woodlands and forests,"Mediterranean Forests, Woodlands & Scrub",Palearctic,biomesoplenty:mediterranean_forest,minecraft:forest
#FF009A,Indochina mangroves,Mangroves,Indomalayan,biomesoplenty:wetland,minecraft:mangrove_swamp
#FF00AD,Bahamian-Antillean mangroves,Mangroves,Neotropic,biomesoplenty:bayou,minecraft:mangrove_swamp
#FF00E6,Northern Mesoamerican Pacific mangroves,Mangroves,Neotropic,biomesoplenty:wetland,minecraft:mangrove_swamp
#FF0425,Fynbos shrubland,"Mediterranean Forests, Woodlands & Scrub",Afrotropic,biomesoplenty:shrubland,minecraft:savanna
#FF0618,Santa Lucia Montane Chaparral & Woodlands,"Mediterranean Forests, Woodlands & Scrub",Nearctic,biomesoplenty:highland,minecraft:savanna
#FF1000,Illyrian deciduous forests,"Mediterranean Forests, Woodlands & Scrub",Palearctic,biomesoplenty:mediterranean_forest,minecraft:forest
#FF16FC,East African mangroves,Mangroves,Afrotropic,biomesoplenty:wetland,minecraft:mangrove_swamp
#FF1700,Canary Islands dry woodlands and forests,"Mediterranean Forests, Woodlands & Scrub",Palearctic,biomesoplenty:shrubland,minecraft:forest
#FF2100,Murray-Darling woodlands and mallee,"Mediterranean Forests, Woodlands & Scrub",Australasia,biomesoplenty:shrubland,minecraft:savanna
#FF228E,Southern Africa mangroves,Mangroves,Afrotropic,biomesoplenty:wetland,minecraft:mangrove_swamp
#FF246B,Corsican montane broadleaf and mixed forests,"Mediterranean Forests, Woodlands & Scrub",Palearctic,biomesoplenty:highland,minecraft:forest
#FF2600,California interior chaparral and woodlands,"Mediterranean Forests, Woodlands & Scrub",Nearctic,biomesoplenty:mediterranean_forest,minecraft:savanna
#FF2C00,Iberian conifer forests,"Mediterranean Forests, Woodlands & Scrub",Palearctic,biomesoplenty:mediterranean_forest,minecraft:forest
#FF3400,Aegean and Western Turkey sclerophyllous and mixed forests,"Mediterranean Forests, Woodlands & Scrub",Palearctic,biomesoplenty:lavender_field,minecraft:forest
#FF3A00,Southern Anatolian montane conifer and deciduous forests,"Mediterranean Forests, Woodlands & Scrub",Palearctic,biomesoplenty:highland,minecraft:forest
#FF3E00,Hampton mallee and woodlands,"Mediterranean Forests, Woodlands & Scrub",Australasia,biomesoplenty:shrubland,minecraft:savanna
#FF5600,South Apennine mixed montane forests,"Mediterranean Forests, Woodlands & Scrub",Palearctic,biomesoplenty:highland,minecraft:forest
#FF5903,Hawai'i tropical high shrublands,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Oceania,biomesoplenty:shrubland,minecraft:savanna
#FF5A00,Eyre and York mallee,"Mediterranean Forests, Woodlands & Scrub",Australasia,biomesoplenty:shrubland,minecraft:savanna
#FF5B00,Angolan wet miombo woodlands,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Afrotropic,biomesoplenty:woodland,minecraft:savanna
#FF6100,Somali Acacia-Commiphora bushlands and thickets,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Afrotropic,biomesoplenty:shrubland,minecraft:savanna
#FF672A,Cyprus Mediterranean forests,"Mediterranean Forests, Woodlands & Scrub",Palearctic,biomesoplenty:mediterranean_forest,minecraft:forest
#FF700D,Itigi-Sumbu thicket,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Afrotropic,biomesoplenty:shrubland,minecraft:savanna
#FF7700,Angolan mopane woodlands,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Afrotropic,biomesoplenty:dryland,minecraft:savanna
#FF7C18,Zambezian mopane woodlands,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Afrotropic,biomesoplenty:dryland,minecraft:savanna
#FF7D00,Sahelian Acacia savanna,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Afrotropic,biomesoplenty:lush_savanna,minecraft:savanna
#FF8300,Cerrado,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Neotropic,biomesoplenty:shrubland,minecraft:savanna
#FF8400,Humid Chaco,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Neotropic,biomesoplenty:shrubland,minecraft:savanna
#FF8808,Guinean forest-savanna,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Afrotropic,biomesoplenty:lush_savanna,minecraft:savanna
#FF8C00,Kimberly tropical savanna,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Australasia,biomesoplenty:lush_savanna,minecraft:savanna
#FF8D00,Trans Fly savanna and grasslands,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Australasia,biomesoplenty:prairie,minecraft:savanna
#FF9313,Western Congolian forest-savanna,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Afrotropic,biomesoplenty:lush_savanna,minecraft:savanna
#FF9A19,Terai-Duar savanna and grasslands,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Indomalayan,biomesoplenty:prairie,minecraft:savanna
#FFBD00,Dry miombo woodlands,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Afrotropic,biomesoplenty:dryland,minecraft:savanna
#FFC024,Uruguayan savanna,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Neotropic,biomesoplenty:lush_savanna,minecraft:savanna
#FFC507,Victoria Basin forest-savanna,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Afrotropic,biomesoplenty:lush_savanna,minecraft:savanna
#FFC600,Carpentaria tropical savanna,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Australasia,biomesoplenty:lush_savanna,minecraft:savanna
#FFCD67,Southeast Australia temperate savanna,"Temperate Grasslands, Savannas & Shrublands",Australasia,biomesoplenty:grassland,minecraft:savanna
#FFD351,Palouse prairie,"Temperate Grasslands, Savannas & Shrublands",Nearctic,biomesoplenty:prairie,minecraft:plains
#FFD900,Beni savanna,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Neotropic,biomesoplenty:lush_savanna,minecraft:savanna
#FFDA00,Drakensberg Escarpment savanna and thicket,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Afrotropic,biomesoplenty:lush_savanna,minecraft:savanna
#FFDC61,Canterbury-Otago tussock grasslands,"Temperate Grasslands, Savannas & Shrublands",Australasia,biomesoplenty:prairie,minecraft:meadow
#FFDD69,Edwards Plateau savanna,"Temperate Grasslands, Savannas & Shrublands",Nearctic,biomesoplenty:grassland,minecraft:savanna
#FFE001,Southwest Arabian montane woodlands and grasslands,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Afrotropic,biomesoplenty:prairie,minecraft:meadow
#FFE048,Patagonian steppe,"Temperate Grasslands, Savannas & Shrublands",Neotropic,biomesoplenty:prairie,minecraft:savanna
#FFE188,Al-Hajar foothill xeric woodlands and shrublands,"Temperate Grasslands, Savannas & Shrublands",Palearctic,biomesoplenty:rocky_shrubland,minecraft:savanna
#FFE200,Brigalow tropical savanna,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Australasia,biomesoplenty:lush_savanna,minecraft:savanna
#FFE48A,Amsterdam-Saint Paul Islands temperate grasslands,"Temperate Grasslands, Savannas & Shrublands",Afrotropic,biomesoplenty:prairie,minecraft:plains
#FFE54B,Northern Shortgrass prairie,"Temperate Grasslands, Savannas & Shrublands",Nearctic,biomesoplenty:prairie,minecraft:plains
#FFED63,Central-Southern US mixed grasslands,"Temperate Grasslands, Savannas & Shrublands",Nearctic,biomesoplenty:prairie,minecraft:plains
#FFF04C,Kazakh steppe,"Temperate Grasslands, Savannas & Shrublands",Palearctic,biomesoplenty:prairie,minecraft:savanna
#FFF28E,Syrian xeric grasslands and shrublands,"Temperate Grasslands, Savannas & Shrublands",Palearctic,biomesoplenty:dryland,minecraft:savanna
#FFF309,Northwest Hawai'i scrub,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Oceania,biomesoplenty:shrubland,minecraft:savanna
#FFF600,Central bushveld,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Afrotropic,biomesoplenty:shrubland,minecraft:savanna
#FFF7CC,Cordillera de Merida páramo,Montane Grasslands & Shrublands,Neotropic,biomesoplenty:highland,minecraft:meadow
#FFF99B,Humid Pampas,"Temperate Grasslands, Savannas & Shrublands",Neotropic,biomesoplenty:pasture,minecraft:plains
#FFFACC,Ghorat-Hazarajat alpine meadow,Montane Grasslands & Shrublands,Palearctic,biomesoplenty:highland,minecraft:snowy_slopes
#FFFC00,Southern Acacia-Commiphora bushlands and thickets,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Afrotropic,biomesoplenty:shrubland,minecraft:savanna
#FFFC9E,Montana Valley and Foothill grasslands,"Temperate Grasslands, Savannas & Shrublands",Nearctic,biomesoplenty:prairie,minecraft:plains
#FFFD88,Rock and Ice,N/A,N/A,biomesoplenty:cold_desert,minecraft:frozen_peaks
#FFFF5D,Central US forest-grasslands transition,"Temperate Grasslands, Savannas & Shrublands",Nearctic,biomesoplenty:prairie,minecraft:plains
#FFFF88,Selenge-Orkhon forest steppe,"Temperate Grasslands, Savannas & Shrublands",Palearctic,biomesoplenty:prairie,minecraft:savanna
